station_abbr;reference_timestamp;kaalnud0;kabetud0;kacoryd0;kafagud0;kafraxd0;kaquerd0;khpoacd0;kaalnud1;kabetud1;kacoryd1;kafagud1;kafraxd1;kaquerd1;khpoacd1
PDS;03.08.1989 00:00;0;0;0;0;0;0;3;;;;;;;
PDS;04.08.1989 00:00;0;0;0;0;0;0;40;;;;;;;
PDS;05.08.1989 00:00;0;0;0;0;0;0;45;;;;;;;
PDS;06.08.1989 00:00;1;0;0;0;0;0;5;;;;;;;
PDS;07.08.1989 00:00;0;0;0;0;0;0;17;;;;;;;
PDS;08.08.1989 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;09.08.1989 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;10.08.1989 00:00;0;0;0;0;0;0;13;;;;;;;
PDS;11.08.1989 00:00;0;0;0;0;0;0;7;;;;;;;
PDS;12.08.1989 00:00;0;0;0;0;0;0;31;;;;;;;
PDS;13.08.1989 00:00;0;0;0;0;0;0;25;;;;;;;
PDS;14.08.1989 00:00;0;0;0;0;0;0;9;;;;;;;
PDS;15.08.1989 00:00;0;0;0;0;0;0;8;;;;;;;
PDS;16.08.1989 00:00;0;0;0;0;0;0;13;;;;;;;
PDS;17.08.1989 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;18.08.1989 00:00;0;0;0;0;0;0;9;;;;;;;
PDS;19.08.1989 00:00;0;0;0;0;0;0;17;;;;;;;
PDS;20.08.1989 00:00;0;0;0;0;0;0;8;;;;;;;
PDS;21.08.1989 00:00;0;0;0;0;0;0;13;;;;;;;
PDS;22.08.1989 00:00;0;0;0;0;0;0;3;;;;;;;
PDS;23.08.1989 00:00;0;0;0;0;0;0;2;;;;;;;
PDS;24.08.1989 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;25.08.1989 00:00;0;0;0;0;0;0;3;;;;;;;
PDS;26.08.1989 00:00;0;0;0;0;0;0;3;;;;;;;
PDS;27.08.1989 00:00;0;0;0;0;0;0;12;;;;;;;
PDS;28.08.1989 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;29.08.1989 00:00;0;5;0;0;0;0;10;;;;;;;
PDS;30.08.1989 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;31.08.1989 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;01.09.1989 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;02.09.1989 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;03.09.1989 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;04.09.1989 00:00;0;0;0;0;0;0;1;;;;;;;
PDS;05.09.1989 00:00;0;0;0;0;0;0;3;;;;;;;
PDS;06.09.1989 00:00;0;0;0;0;0;0;7;;;;;;;
PDS;07.09.1989 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;08.09.1989 00:00;0;0;0;0;0;0;3;;;;;;;
PDS;09.09.1989 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;10.09.1989 00:00;0;0;0;0;0;0;3;;;;;;;
PDS;11.09.1989 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;12.09.1989 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;13.09.1989 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;14.09.1989 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;15.09.1989 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;16.09.1989 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;17.09.1989 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;18.09.1989 00:00;0;0;0;0;0;0;4;;;;;;;
PDS;19.09.1989 00:00;0;0;0;0;0;0;15;;;;;;;
PDS;20.09.1989 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;21.09.1989 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;22.09.1989 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;23.09.1989 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;24.09.1989 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;25.09.1989 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;26.09.1989 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;12.03.1990 00:00;10;0;0;0;0;0;0;;;;;;;
PDS;13.03.1990 00:00;0;0;5;0;0;0;0;;;;;;;
PDS;14.03.1990 00:00;0;0;10;0;10;0;0;;;;;;;
PDS;15.03.1990 00:00;0;0;5;0;10;0;0;;;;;;;
PDS;23.03.1990 00:00;0;25;0;0;10;0;0;;;;;;;
PDS;24.03.1990 00:00;0;20;0;5;25;0;0;;;;;;;
PDS;25.03.1990 00:00;0;10;0;0;0;0;0;;;;;;;
PDS;26.03.1990 00:00;0;0;0;0;5;0;0;;;;;;;
PDS;27.03.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;28.03.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;29.03.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;30.03.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;31.03.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;01.04.1990 00:00;0;20;5;0;5;0;0;;;;;;;
PDS;02.04.1990 00:00;0;10;0;0;0;0;0;;;;;;;
PDS;03.04.1990 00:00;0;15;0;0;0;0;0;;;;;;;
PDS;04.04.1990 00:00;0;5;0;0;10;0;0;;;;;;;
PDS;05.04.1990 00:00;0;5;0;0;5;0;0;;;;;;;
PDS;06.04.1990 00:00;0;0;0;5;20;0;0;;;;;;;
PDS;07.04.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;08.04.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;09.04.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;10.04.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;11.04.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;12.04.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;17.04.1990 00:00;0;5;0;0;5;0;0;;;;;;;
PDS;18.04.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;19.04.1990 00:00;0;0;0;0;10;0;0;;;;;;;
PDS;20.04.1990 00:00;0;5;0;0;0;0;0;;;;;;;
PDS;21.04.1990 00:00;5;0;0;0;15;0;0;;;;;;;
PDS;22.04.1990 00:00;0;15;0;0;5;0;0;;;;;;;
PDS;23.04.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;24.04.1990 00:00;0;5;0;0;0;0;0;;;;;;;
PDS;25.04.1990 00:00;5;0;0;0;0;0;0;;;;;;;
PDS;26.04.1990 00:00;5;0;0;0;5;0;0;;;;;;;
PDS;27.04.1990 00:00;0;0;0;0;20;0;5;;;;;;;
PDS;28.04.1990 00:00;0;15;0;0;20;10;0;;;;;;;
PDS;29.04.1990 00:00;0;5;0;0;30;0;0;;;;;;;
PDS;30.04.1990 00:00;0;5;0;0;0;0;5;;;;;;;
PDS;01.05.1990 00:00;0;20;0;0;30;0;15;;;;;;;
PDS;02.05.1990 00:00;0;5;0;5;0;0;5;;;;;;;
PDS;03.05.1990 00:00;0;20;0;5;15;5;5;;;;;;;
PDS;04.05.1990 00:00;0;25;0;10;10;5;0;;;;;;;
PDS;05.05.1990 00:00;0;20;0;0;5;0;5;;;;;;;
PDS;06.05.1990 00:00;0;15;0;10;5;15;10;;;;;;;
PDS;07.05.1990 00:00;5;15;0;15;0;0;20;;;;;;;
PDS;08.05.1990 00:00;0;15;0;0;0;5;10;;;;;;;
PDS;09.05.1990 00:00;5;15;0;5;0;15;10;;;;;;;
PDS;10.05.1990 00:00;10;25;0;5;0;5;40;;;;;;;
PDS;11.05.1990 00:00;15;0;0;5;0;0;15;;;;;;;
PDS;12.05.1990 00:00;0;5;0;0;5;5;10;;;;;;;
PDS;13.05.1990 00:00;0;10;0;15;10;5;35;;;;;;;
PDS;14.05.1990 00:00;5;0;0;5;5;0;15;;;;;;;
PDS;15.05.1990 00:00;0;0;0;10;0;0;10;;;;;;;
PDS;16.05.1990 00:00;10;0;0;10;5;0;0;;;;;;;
PDS;17.05.1990 00:00;0;0;0;5;0;0;10;;;;;;;
PDS;18.05.1990 00:00;0;10;0;0;0;5;10;;;;;;;
PDS;19.05.1990 00:00;30;0;0;0;0;5;20;;;;;;;
PDS;20.05.1990 00:00;5;0;0;5;0;0;5;;;;;;;
PDS;21.05.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;22.05.1990 00:00;15;0;0;0;0;0;10;;;;;;;
PDS;23.05.1990 00:00;35;0;0;5;0;0;25;;;;;;;
PDS;24.05.1990 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;25.05.1990 00:00;20;0;0;0;5;0;90;;;;;;;
PDS;26.05.1990 00:00;15;0;0;0;0;5;40;;;;;;;
PDS;27.05.1990 00:00;20;0;0;0;5;10;30;;;;;;;
PDS;28.05.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;29.05.1990 00:00;30;0;0;15;0;0;40;;;;;;;
PDS;30.05.1990 00:00;15;0;0;0;0;0;80;;;;;;;
PDS;31.05.1990 00:00;20;0;0;0;0;15;75;;;;;;;
PDS;01.06.1990 00:00;15;0;0;0;0;0;35;;;;;;;
PDS;02.06.1990 00:00;10;0;0;0;0;0;25;;;;;;;
PDS;03.06.1990 00:00;20;0;0;0;0;0;15;;;;;;;
PDS;04.06.1990 00:00;0;0;0;0;5;0;5;;;;;;;
PDS;05.06.1990 00:00;10;0;0;0;0;10;5;;;;;;;
PDS;06.06.1990 00:00;0;0;0;0;0;0;15;;;;;;;
PDS;07.06.1990 00:00;0;0;0;0;5;0;10;;;;;;;
PDS;08.06.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;09.06.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;10.06.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;11.06.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;12.06.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;13.06.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;14.06.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;15.06.1990 00:00;10;0;0;0;0;0;20;;;;;;;
PDS;16.06.1990 00:00;10;0;0;0;0;0;55;;;;;;;
PDS;17.06.1990 00:00;30;0;0;0;0;10;95;;;;;;;
PDS;18.06.1990 00:00;5;0;0;0;0;0;10;;;;;;;
PDS;19.06.1990 00:00;15;0;0;0;0;0;35;;;;;;;
PDS;20.06.1990 00:00;30;0;0;0;0;0;20;;;;;;;
PDS;21.06.1990 00:00;20;0;0;0;0;5;55;;;;;;;
PDS;22.06.1990 00:00;0;0;0;0;0;0;25;;;;;;;
PDS;23.06.1990 00:00;5;0;0;0;0;0;35;;;;;;;
PDS;24.06.1990 00:00;20;0;0;0;0;0;100;;;;;;;
PDS;25.06.1990 00:00;20;0;0;0;0;0;75;;;;;;;
PDS;26.06.1990 00:00;30;0;0;0;0;0;85;;;;;;;
PDS;27.06.1990 00:00;15;0;0;0;0;0;55;;;;;;;
PDS;28.06.1990 00:00;5;0;0;0;0;0;10;;;;;;;
PDS;29.06.1990 00:00;0;0;0;0;0;0;20;;;;;;;
PDS;30.06.1990 00:00;15;0;0;0;0;0;85;;;;;;;
PDS;01.07.1990 00:00;10;0;0;0;0;0;30;;;;;;;
PDS;06.07.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;07.07.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;08.07.1990 00:00;0;0;0;0;0;0;15;;;;;;;
PDS;09.07.1990 00:00;0;0;0;0;0;0;50;;;;;;;
PDS;10.07.1990 00:00;5;0;0;0;0;0;20;;;;;;;
PDS;11.07.1990 00:00;0;0;0;0;0;0;30;;;;;;;
PDS;12.07.1990 00:00;0;0;0;0;0;0;15;;;;;;;
PDS;13.07.1990 00:00;15;0;0;0;0;0;70;;;;;;;
PDS;14.07.1990 00:00;5;0;0;0;0;0;50;;;;;;;
PDS;15.07.1990 00:00;0;0;0;0;0;0;35;;;;;;;
PDS;16.07.1990 00:00;5;0;0;0;0;0;50;;;;;;;
PDS;17.07.1990 00:00;10;0;0;0;0;0;35;;;;;;;
PDS;18.07.1990 00:00;0;0;0;0;0;0;45;;;;;;;
PDS;19.07.1990 00:00;10;0;0;0;0;0;25;;;;;;;
PDS;20.07.1990 00:00;5;0;0;0;0;0;40;;;;;;;
PDS;21.07.1990 00:00;10;0;0;0;0;0;45;;;;;;;
PDS;22.07.1990 00:00;0;0;0;0;0;0;50;;;;;;;
PDS;23.07.1990 00:00;5;0;0;0;0;0;45;;;;;;;
PDS;24.07.1990 00:00;5;0;0;0;0;0;20;;;;;;;
PDS;25.07.1990 00:00;0;0;0;0;0;0;25;;;;;;;
PDS;26.07.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;27.07.1990 00:00;10;0;0;0;0;0;15;;;;;;;
PDS;28.07.1990 00:00;0;0;0;0;0;0;65;;;;;;;
PDS;29.07.1990 00:00;15;0;0;0;0;0;10;;;;;;;
PDS;30.07.1990 00:00;5;0;0;0;0;0;0;;;;;;;
PDS;31.07.1990 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;01.08.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;02.08.1990 00:00;5;0;0;0;0;0;25;;;;;;;
PDS;03.08.1990 00:00;15;0;0;0;0;0;40;;;;;;;
PDS;04.08.1990 00:00;5;0;0;0;0;0;30;;;;;;;
PDS;05.08.1990 00:00;0;0;0;0;0;0;20;;;;;;;
PDS;06.08.1990 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;07.08.1990 00:00;20;0;0;0;0;0;15;;;;;;;
PDS;08.08.1990 00:00;0;0;0;0;0;0;15;;;;;;;
PDS;09.08.1990 00:00;10;0;0;0;0;0;10;;;;;;;
PDS;10.08.1990 00:00;5;0;0;0;0;0;30;;;;;;;
PDS;11.08.1990 00:00;5;0;0;0;0;0;20;;;;;;;
PDS;12.08.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;13.08.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;14.08.1990 00:00;10;0;0;0;0;0;15;;;;;;;
PDS;15.08.1990 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;16.08.1990 00:00;5;0;0;0;0;0;15;;;;;;;
PDS;17.08.1990 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;18.08.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;19.08.1990 00:00;10;0;0;0;0;0;35;;;;;;;
PDS;20.08.1990 00:00;5;0;0;0;0;0;0;;;;;;;
PDS;21.08.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;22.08.1990 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;23.08.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;24.08.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;25.08.1990 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;26.08.1990 00:00;5;0;0;0;0;0;10;;;;;;;
PDS;27.08.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;28.08.1990 00:00;0;0;0;0;0;0;15;;;;;;;
PDS;29.08.1990 00:00;5;0;0;0;0;0;15;;;;;;;
PDS;30.08.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;31.08.1990 00:00;0;0;0;0;0;0;20;;;;;;;
PDS;01.09.1990 00:00;5;0;0;0;0;0;15;;;;;;;
PDS;02.09.1990 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;03.09.1990 00:00;5;0;0;0;0;0;0;;;;;;;
PDS;04.09.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;05.09.1990 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;06.09.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;07.09.1990 00:00;0;0;0;0;0;0;15;;;;;;;
PDS;08.09.1990 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;09.09.1990 00:00;5;0;0;0;0;0;0;;;;;;;
PDS;10.09.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;11.09.1990 00:00;5;0;0;0;0;0;15;;;;;;;
PDS;12.09.1990 00:00;0;0;0;5;0;0;5;;;;;;;
PDS;13.09.1990 00:00;5;0;0;0;0;0;10;;;;;;;
PDS;14.09.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;15.09.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;16.09.1990 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;17.09.1990 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;18.09.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;19.09.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;20.09.1990 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;21.09.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;22.09.1990 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;23.09.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;24.09.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;25.09.1990 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;26.09.1990 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;22.03.1991 00:00;0;0;5;0;5;0;0;;;;;;;
PDS;23.03.1991 00:00;5;0;5;0;10;0;0;;;;;;;
PDS;24.03.1991 00:00;5;0;0;0;0;0;0;;;;;;;
PDS;25.03.1991 00:00;0;0;10;0;0;0;0;;;;;;;
PDS;26.03.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;27.03.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;28.03.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;29.03.1991 00:00;0;0;0;0;10;0;0;;;;;;;
PDS;30.03.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;31.03.1991 00:00;0;0;5;0;5;0;0;;;;;;;
PDS;01.04.1991 00:00;0;0;0;0;10;0;0;;;;;;;
PDS;02.04.1991 00:00;0;10;15;0;35;5;0;;;;;;;
PDS;03.04.1991 00:00;0;10;15;0;90;0;0;;;;;;;
PDS;04.04.1991 00:00;0;0;0;0;15;0;0;;;;;;;
PDS;05.04.1991 00:00;0;0;0;0;10;0;0;;;;;;;
PDS;06.04.1991 00:00;0;0;10;5;5;0;0;;;;;;;
PDS;07.04.1991 00:00;0;5;5;0;30;0;0;;;;;;;
PDS;08.04.1991 00:00;0;0;15;5;15;0;0;;;;;;;
PDS;09.04.1991 00:00;0;20;10;0;20;0;0;;;;;;;
PDS;10.04.1991 00:00;0;10;20;5;5;5;0;;;;;;;
PDS;11.04.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;12.04.1991 00:00;0;10;5;0;0;10;0;;;;;;;
PDS;13.04.1991 00:00;0;5;0;0;0;0;0;;;;;;;
PDS;14.04.1991 00:00;0;35;0;0;5;0;0;;;;;;;
PDS;15.04.1991 00:00;0;10;0;0;5;5;0;;;;;;;
PDS;16.04.1991 00:00;0;20;0;0;15;0;0;;;;;;;
PDS;17.04.1991 00:00;0;5;0;0;5;5;0;;;;;;;
PDS;18.04.1991 00:00;0;10;0;0;15;0;0;;;;;;;
PDS;19.04.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;20.04.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;21.04.1991 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;22.04.1991 00:00;10;0;0;0;5;0;0;;;;;;;
PDS;23.04.1991 00:00;0;10;0;0;0;0;0;;;;;;;
PDS;24.04.1991 00:00;0;5;0;0;5;0;0;;;;;;;
PDS;25.04.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;26.04.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;27.04.1991 00:00;5;10;0;0;5;0;0;;;;;;;
PDS;28.04.1991 00:00;0;0;0;0;10;0;0;;;;;;;
PDS;29.04.1991 00:00;0;10;0;0;0;0;0;;;;;;;
PDS;30.04.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;01.05.1991 00:00;0;5;0;0;0;0;0;;;;;;;
PDS;02.05.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;03.05.1991 00:00;0;0;0;0;10;0;0;;;;;;;
PDS;04.05.1991 00:00;0;0;0;0;10;0;0;;;;;;;
PDS;05.05.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;06.05.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;07.05.1991 00:00;0;5;0;0;5;0;0;;;;;;;
PDS;08.05.1991 00:00;0;10;0;0;0;0;0;;;;;;;
PDS;09.05.1991 00:00;0;10;0;0;5;0;0;;;;;;;
PDS;10.05.1991 00:00;0;5;0;0;5;0;0;;;;;;;
PDS;11.05.1991 00:00;0;5;0;0;0;0;0;;;;;;;
PDS;12.05.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;13.05.1991 00:00;0;15;0;0;0;0;0;;;;;;;
PDS;14.05.1991 00:00;0;5;0;0;0;5;0;;;;;;;
PDS;15.05.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;16.05.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;17.05.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;18.05.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;19.05.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;20.05.1991 00:00;0;5;0;5;0;5;0;;;;;;;
PDS;21.05.1991 00:00;0;0;0;15;0;0;5;;;;;;;
PDS;22.05.1991 00:00;0;5;0;15;0;0;10;;;;;;;
PDS;23.05.1991 00:00;0;5;0;5;0;5;0;;;;;;;
PDS;24.05.1991 00:00;0;0;0;0;0;5;0;;;;;;;
PDS;25.05.1991 00:00;0;0;0;5;0;0;5;;;;;;;
PDS;26.05.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;27.05.1991 00:00;0;0;0;5;0;0;15;;;;;;;
PDS;28.05.1991 00:00;0;0;0;0;0;0;15;;;;;;;
PDS;29.05.1991 00:00;5;15;0;0;0;0;5;;;;;;;
PDS;30.05.1991 00:00;0;5;0;0;0;0;5;;;;;;;
PDS;31.05.1991 00:00;0;15;0;75;0;0;0;;;;;;;
PDS;01.06.1991 00:00;0;30;0;30;5;0;10;;;;;;;
PDS;02.06.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;03.06.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;04.06.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;05.06.1991 00:00;0;15;0;35;0;0;5;;;;;;;
PDS;06.06.1991 00:00;0;5;0;5;0;0;0;;;;;;;
PDS;07.06.1991 00:00;0;5;0;5;0;0;0;;;;;;;
PDS;08.06.1991 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;09.06.1991 00:00;10;0;0;0;0;0;0;;;;;;;
PDS;10.06.1991 00:00;0;5;0;10;0;0;10;;;;;;;
PDS;11.06.1991 00:00;5;0;0;10;0;0;5;;;;;;;
PDS;12.06.1991 00:00;15;25;0;15;0;5;20;;;;;;;
PDS;13.06.1991 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;14.06.1991 00:00;0;0;0;15;0;0;30;;;;;;;
PDS;15.06.1991 00:00;80;10;0;0;0;0;20;;;;;;;
PDS;16.06.1991 00:00;10;0;0;0;0;0;5;;;;;;;
PDS;17.06.1991 00:00;0;0;0;10;0;0;0;;;;;;;
PDS;18.06.1991 00:00;5;0;0;0;0;0;0;;;;;;;
PDS;19.06.1991 00:00;5;0;0;5;0;0;5;;;;;;;
PDS;20.06.1991 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;21.06.1991 00:00;20;5;0;0;0;0;20;;;;;;;
PDS;22.06.1991 00:00;85;0;0;0;0;0;20;;;;;;;
PDS;23.06.1991 00:00;80;0;0;10;0;0;10;;;;;;;
PDS;24.06.1991 00:00;40;0;0;0;0;0;45;;;;;;;
PDS;25.06.1991 00:00;90;0;0;0;0;0;65;;;;;;;
PDS;26.06.1991 00:00;70;0;0;0;0;0;25;;;;;;;
PDS;27.06.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;28.06.1991 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;29.06.1991 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;30.06.1991 00:00;30;0;0;0;0;0;10;;;;;;;
PDS;01.07.1991 00:00;20;0;0;0;0;0;45;;;;;;;
PDS;02.07.1991 00:00;30;0;0;0;0;0;65;;;;;;;
PDS;03.07.1991 00:00;15;0;0;0;0;0;70;;;;;;;
PDS;04.07.1991 00:00;10;0;0;0;0;0;50;;;;;;;
PDS;05.07.1991 00:00;0;0;0;0;0;0;55;;;;;;;
PDS;06.07.1991 00:00;5;0;0;0;0;0;60;;;;;;;
PDS;07.07.1991 00:00;0;5;0;0;0;0;110;;;;;;;
PDS;08.07.1991 00:00;0;0;0;0;0;0;85;;;;;;;
PDS;09.07.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;10.07.1991 00:00;0;0;0;0;0;0;85;;;;;;;
PDS;11.07.1991 00:00;0;0;0;0;0;0;25;;;;;;;
PDS;12.07.1991 00:00;0;0;0;0;0;0;100;;;;;;;
PDS;13.07.1991 00:00;0;0;0;0;0;0;25;;;;;;;
PDS;14.07.1991 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;15.07.1991 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;16.07.1991 00:00;0;0;0;0;0;0;25;;;;;;;
PDS;17.07.1991 00:00;0;0;0;0;0;0;15;;;;;;;
PDS;18.07.1991 00:00;0;0;0;0;0;0;30;;;;;;;
PDS;19.07.1991 00:00;0;0;0;0;0;0;55;;;;;;;
PDS;20.07.1991 00:00;0;0;0;0;0;0;70;;;;;;;
PDS;21.07.1991 00:00;0;0;0;0;0;0;35;;;;;;;
PDS;22.07.1991 00:00;0;0;0;0;0;0;15;;;;;;;
PDS;23.07.1991 00:00;0;0;0;0;0;0;50;;;;;;;
PDS;24.07.1991 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;25.07.1991 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;26.07.1991 00:00;0;0;0;0;0;0;0;;;;;;;
PDS;27.07.1991 00:00;5;0;0;0;0;0;5;;;;;;;
PDS;28.07.1991 00:00;0;0;0;0;0;0;15;;;;;;;
PDS;29.07.1991 00:00;0;0;0;0;0;0;65;;;;;;;
PDS;30.07.1991 00:00;0;0;0;0;0;0;35;;;;;;;
PDS;01.08.1991 00:00;0;0;0;0;0;0;10;;;;;;;
PDS;02.08.1991 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;03.08.1991 00:00;5;0;0;0;0;0;15;;;;;;;
PDS;04.08.1991 00:00;0;0;0;0;0;0;20;;;;;;;
PDS;05.08.1991 00:00;0;0;0;0;0;0;40;;;;;;;
PDS;06.08.1991 00:00;0;0;0;0;0;0;40;;;;;;;
PDS;07.08.1991 00:00;0;0;0;0;0;0;5;;;;;;;
PDS;08.08.1991 00:00;0;0;0;0;0;0;25;;;;;;;
PDS;09.08.1991 00:00;0;0;0;0;0;0;15;;;;;;;
PDS;10.08.1991 00:00;0;0;0;0;0;0;20;;;;;;;
PDS;11.08.1991 00:00;0;0;0;0;0;0;15;;;;;;;
PDS;12.08.1991 00:00;0;0;0;0;0;0;15;;;;;;;
PDS;13.08.1991 00:00;0;0;0;0;0;0;20;;;;;;;
PDS;14.08.1991 00:00;0;0;0;0;0;0;40;;;;;;;
PDS;15.08.1991 00:00;0;0;0;0;0;0;45;;;;;;;
